hh_13,hh_20,hh_27,hh_34,hh_41,hh_48,hh_55,hh_62,hh_69,h0_Th13,h0_Th20,h0_Th27,h0_Th34,h0_Th41,h0_Th48,h0_Th55,h0_Th62,h0_Th69,Energy_Loss
0.176969,0.134334,0.106662,0.0897045,0.0836427,0.0735091,0.0649385,0.0643211,0.0577996,0.173609,0.112838,0.112511,0.101216,0.084912,0.0675641,0.0712763,0.0630753,0.0647439,206.25
0.154519,0.129396,0.0973076,0.0861573,0.0700472,0.0679825,0.0633441,0.0624823,0.0510001,0.145062,0.115123,0.104515,0.0888848,0.0820798,0.0679197,0.0629362,0.0655064,0.0568042,215.9
0.143023,0.117272,0.0826643,0.085302,0.0692601,0.0658168,0.0669169,0.0613824,0.0538665,0.142534,0.113273,0.0924351,0.0784799,0.0738751,0.0613645,0.0577347,0.055968,0.0594835,225.55
0.135064,0.108489,0.0882858,0.0789685,0.0779559,0.0599024,0.0644766,0.0485444,0.0478458,0.134823,0.0965308,0.0815334,0.0723874,0.0611894,0.0532511,0.0608103,0.0553274,0.0510719,235.2
0.134365,0.0978676,0.0828979,0.0709376,0.0628271,0.0532497,0.0582727,0.0457066,0.053174,0.130662,0.0835267,0.0766969,0.0610191,0.0585307,0.0495937,0.0552218,0.0564629,0.0475343,244.85
0.123314,0.0918138,0.0730553,0.0635521,0.0583885,0.0483254,0.0521467,0.0489667,0.0485826,0.118297,0.0875558,0.0698441,0.0564968,0.0550706,0.0468858,0.0477152,0.0494224,0.0409395,254.5
0.110555,0.0808399,0.0672854,0.0585472,0.0524209,0.0451499,0.0505195,0.0498804,0.0472894,0.106903,0.087969,0.0667202,0.0608988,0.0521418,0.0447875,0.0464525,0.0479454,0.042657,264.15
0.107161,0.0754562,0.0639554,0.0583669,0.0534373,0.0469653,0.0473488,0.0418436,0.0384691,0.102861,0.0768266,0.0652764,0.056142,0.0455427,0.0479673,0.0432258,0.0429967,0.036716,273.8
0.104429,0.0800058,0.0648259,0.058532,0.0502504,0.0469656,0.0448127,0.0406826,0.0367439,0.0916625,0.076754,0.0647785,0.0544918,0.0508061,0.043706,0.0423372,0.0458225,0.0343013,283.45
0.107433,0.0805596,0.0597575,0.0523754,0.0433034,0.0432293,0.0443296,0.0364147,0.0412594,0.0843624,0.0806275,0.0687851,0.0518595,0.0463112,0.0390057,0.040383,0.0477934,0.0363651,293.1
0.101636,0.068516,0.0585588,0.0515448,0.0426985,0.0420459,0.0376502,0.0347823,0.0351461,0.0935895,0.078963,0.0567449,0.0541705,0.0449625,0.0401769,0.0370832,0.0414132,0.0459812,302.75
0.0889779,0.067786,0.0561116,0.0527601,0.0448801,0.0410676,0.0364001,0.0395257,0.0325131,0.0924326,0.0788439,0.0601143,0.0574955,0.046386,0.0380973,0.0387625,0.0341374,0.0368438,312.4
0.0913965,0.0692521,0.0567794,0.050495,0.0462967,0.0409262,0.0387567,0.0412577,0.0390814,0.0914846,0.0792034,0.0617968,0.0490796,0.0423856,0.0355557,0.0400477,0.0330378,0.0341423,322.05
0.0842695,0.0694061,0.0479042,0.0436872,0.0457406,0.0416764,0.0391895,0.0346199,0.033047,0.0839531,0.07776,0.0571453,0.0456755,0.0444815,0.0361742,0.0367877,0.033802,0.0376398,331.7
0.086081,0.0697426,0.0540371,0.0434159,0.0473345,0.0400189,0.0365544,0.0340338,0.0348743,0.0854186,0.0748053,0.0532442,0.0506947,0.0412759,0.0396528,0.0337953,0.0354384,0.0383641,341.35
0.08845,0.0706696,0.0540396,0.047764,0.0441601,0.03833,0.0334416,0.0327599,0.0315093,0.0868314,0.0701108,0.0571375,0.047059,0.0440449,0.040291,0.0349162,0.034392,0.0370855,351
0.0899158,0.0673827,0.0499818,0.0503188,0.0431138,0.042321,0.0344689,0.0393763,0.0327076,0.0833079,0.0634719,0.0594773,0.0478978,0.0417867,0.0399462,0.0364944,0.0354768,0.0326875,360.65
0.087111,0.0644534,0.0525953,0.0494209,0.0422525,0.0428435,0.0334034,0.0374929,0.0360368,0.0964483,0.0588865,0.0593749,0.0491134,0.0428249,0.0363927,0.036181,0.0353284,0.0368244,370.3
0.0874103,0.0721027,0.059023,0.0423785,0.0455868,0.0395196,0.0306628,0.0333432,0.0312949,0.0984229,0.0583601,0.0582975,0.0526001,0.0507756,0.0358381,0.0366435,0.0363562,0.0366257,379.95
0.0888264,0.0687049,0.057459,0.0457063,0.0426456,0.0402825,0.0336628,0.031404,0.0339391,0.0942422,0.0646161,0.0547203,0.0495076,0.0479546,0.0347533,0.0374912,0.0391912,0.0376795,389.6
0.0976302,0.0728304,0.0664576,0.0482252,0.0442423,0.040565,0.0343279,0.0328493,0.0303865,0.100334,0.0665823,0.0555928,0.0533891,0.0446218,0.0372692,0.0392954,0.0322886,0.0333927,399.25
0.0978709,0.0714693,0.0650053,0.0466985,0.0441201,0.039349,0.0354406,0.0407011,0.0391008,0.0989535,0.0744575,0.0584238,0.0589735,0.046832,0.0415396,0.0388688,0.037483,0.0424233,408.9
0.109829,0.0708132,0.0595383,0.0471481,0.0445725,0.0415182,0.0339983,0.0382078,0.0361472,0.104427,0.0819025,0.0605861,0.0554224,0.0511217,0.0417001,0.0412639,0.0440686,0.0343445,418.55
0.114803,0.0844743,0.0622835,0.050729,0.0414017,0.0435735,0.041862,0.0409556,0.0344482,0.101688,0.0821675,0.0638824,0.0509682,0.0486279,0.0381595,0.0432587,0.0418932,0.0378744,428.2
0.114208,0.0820181,0.0701263,0.0537897,0.0479352,0.0416128,0.0420056,0.0428693,0.032774,0.106,0.0793266,0.0738264,0.0573182,0.0497443,0.0415564,0.0414871,0.0380383,0.0382768,437.85
0.111094,0.0839262,0.0755049,0.0555448,0.044337,0.0404842,0.0400743,0.035752,0.0392326,0.10842,0.076046,0.0759172,0.0562509,0.0489747,0.0437212,0.0388467,0.0380604,0.0378713,447.5
0.117791,0.0875511,0.0762399,0.0551143,0.0512975,0.0418036,0.0411785,0.035085,0.0361159,0.116558,0.0825967,0.0758735,0.0560282,0.0519024,0.0476396,0.0381996,0.0377459,0.0398626,457.15
0.132222,0.0946003,0.067214,0.0598909,0.0582089,0.043221,0.0412669,0.0442361,0.0397054,0.12403,0.0887238,0.0765602,0.0555449,0.0517551,0.0478709,0.0427,0.0406736,0.0391346,466.8
0.137601,0.0949362,0.067239,0.0639069,0.0518933,0.0456467,0.0425494,0.0435642,0.040952,0.116279,0.0827971,0.0812363,0.0636233,0.0449713,0.0427478,0.047376,0.0430189,0.0419955,476.45
0.131229,0.104798,0.0754766,0.0610741,0.0590701,0.0481686,0.0455607,0.0436618,0.0400719,0.124335,0.0874043,0.0854724,0.0694447,0.052167,0.0451123,0.0471555,0.04098,0.0341477,486.1
0.142109,0.103751,0.0862394,0.0607853,0.0610578,0.0508227,0.0441511,0.0480679,0.0427629,0.126259,0.100024,0.0836034,0.0709459,0.0559605,0.0533669,0.0459816,0.0400789,0.0351538,495.75
0.147893,0.111624,0.0918703,0.0653095,0.0540066,0.0545954,0.0511758,0.0366144,0.0435991,0.134243,0.099984,0.082957,0.0683464,0.0621884,0.0549713,0.0460236,0.0419,0.0416283,505.4
0.14872,0.108846,0.0824375,0.0667256,0.0570886,0.0557573,0.0522647,0.0487004,0.0409511,0.148833,0.0979469,0.100804,0.0652649,0.0663261,0.0492218,0.0489833,0.0439101,0.0412285,515.05
0.147437,0.108931,0.0865573,0.0703335,0.0612544,0.0552927,0.0502399,0.0495277,0.0401376,0.159343,0.106524,0.0968139,0.0626768,0.0562995,0.0535578,0.049257,0.0551678,0.0405834,524.7
0.150851,0.109881,0.0911608,0.0717143,0.0659313,0.0547086,0.0591195,0.0563371,0.049873,0.165946,0.110791,0.0938797,0.0698526,0.055,0.0569914,0.053782,0.0581358,0.0499148,534.35
0.163153,0.122939,0.0943194,0.0717201,0.064445,0.0574188,0.0598186,0.0505581,0.0471262,0.154313,0.107644,0.0963328,0.0849637,0.0739482,0.0557716,0.0541996,0.050923,0.0440548,544
0.173068,0.124016,0.101318,0.0729523,0.0674871,0.056862,0.0530532,0.0502521,0.0426695,0.170828,0.11486,0.0989966,0.0854918,0.0642325,0.0588166,0.050299,0.0574185,0.0470968,553.65
0.180951,0.128869,0.103284,0.0779863,0.0672574,0.0623009,0.058818,0.0447027,0.0459085,0.16562,0.121241,0.11436,0.0851033,0.0684283,0.0592734,0.0501421,0.055362,0.051061,563.3
0.188304,0.135037,0.102275,0.0838299,0.078068,0.0671245,0.0636405,0.0540492,0.0454088,0.160888,0.120436,0.1202,0.0872785,0.0785369,0.064684,0.0525306,0.054009,0.0591409,572.95
0.195774,0.140725,0.106264,0.0857588,0.0699314,0.0692115,0.0593247,0.0635298,0.0517064,0.167578,0.130997,0.115248,0.0918205,0.0746059,0.0701075,0.0561562,0.059061,0.0543113,582.6
0.199727,0.155612,0.112502,0.0859547,0.0743421,0.0733616,0.0654185,0.0582011,0.0539635,0.175061,0.137484,0.112833,0.102103,0.0686265,0.0704236,0.0574472,0.0607888,0.0559662,592.25
0.208813,0.142569,0.105723,0.0911715,0.0875931,0.0764874,0.0645167,0.0606542,0.0571661,0.182638,0.143411,0.1139,0.0966729,0.0749916,0.0656703,0.0578994,0.0589198,0.0601195,601.9
0.212288,0.145929,0.1152,0.0931425,0.0847279,0.0758542,0.0684485,0.0595157,0.047152,0.186147,0.152379,0.119162,0.102739,0.0789302,0.0663873,0.0673513,0.0625134,0.0543243,611.55
0.225265,0.150617,0.117997,0.101094,0.0858245,0.0805462,0.0745529,0.0650757,0.0499204,0.210785,0.158947,0.123458,0.108189,0.0768138,0.0729703,0.0740656,0.0655838,0.0546083,621.2
0.222323,0.15687,0.121183,0.101548,0.0832257,0.0835131,0.0751181,0.0774913,0.0511858,0.204452,0.165891,0.127329,0.111609,0.0816735,0.0860805,0.0761665,0.0660752,0.0671195,630.85
0.227021,0.162596,0.125266,0.0979396,0.085107,0.0817547,0.0751869,0.0713687,0.0611007,0.222844,0.174229,0.13085,0.11139,0.0879045,0.0802885,0.0744705,0.0649505,0.0666104,640.5
0.239284,0.173116,0.132849,0.0988001,0.0920676,0.0824081,0.071156,0.0663327,0.061773,0.216603,0.182438,0.145917,0.116,0.0874982,0.0767001,0.0770755,0.0621606,0.0628265,650.15
0.244523,0.186417,0.14303,0.108157,0.0940899,0.0849743,0.0777511,0.0654816,0.0617623,0.222403,0.176142,0.158355,0.115569,0.0947564,0.0812466,0.0768601,0.0685509,0.0643303,659.8
0.253704,0.180038,0.136699,0.112578,0.105083,0.0884738,0.0827745,0.0643357,0.0685169,0.231472,0.17652,0.154715,0.128075,0.088986,0.0915096,0.0738986,0.071564,0.0776658,669.45
0.265331,0.182614,0.142019,0.113003,0.108426,0.0959453,0.085445,0.0746784,0.0702747,0.247216,0.18237,0.161702,0.12911,0.0989581,0.0868334,0.0773968,0.0792179,0.0759494,679.1
0.258761,0.185258,0.146922,0.12119,0.106128,0.0985865,0.081703,0.0758407,0.0635576,0.237621,0.19059,0.162084,0.12838,0.106102,0.0825034,0.0798809,0.0845437,0.0715423,688.75
0.268604,0.198198,0.148954,0.123874,0.105119,0.0944097,0.0908308,0.0794492,0.0640747,0.24236,0.209679,0.151555,0.126394,0.106367,0.0887632,0.0832714,0.0858336,0.0844596,698.4
0.28642,0.203667,0.154761,0.119656,0.107495,0.0968017,0.0954226,0.082589,0.0683582,0.267767,0.212805,0.151295,0.129852,0.106502,0.0942113,0.0842218,0.0824602,0.0841522,708.05
0.29249,0.20277,0.154347,0.119221,0.11011,0.0981309,0.0958663,0.0841475,0.0713135,0.275642,0.204135,0.153763,0.137538,0.112799,0.0963665,0.0901166,0.0858552,0.0923092,717.7
0.290219,0.202697,0.162999,0.126663,0.114307,0.0953565,0.0899525,0.0712762,0.0828176,0.293124,0.208324,0.154478,0.14426,0.102214,0.0941767,0.096026,0.0831482,0.0751548,727.35
0.286155,0.21308,0.170059,0.13038,0.116299,0.0938533,0.0897003,0.0762431,0.0806368,0.2832,0.212244,0.160758,0.144405,0.10952,0.101157,0.102509,0.0817185,0.0850822,737
0.297963,0.221668,0.172546,0.127284,0.110385,0.0923261,0.0834054,0.0836795,0.075815,0.278406,0.202479,0.161332,0.146542,0.113354,0.10616,0.0988494,0.0855943,0.0875212,746.65
0.303246,0.222648,0.164271,0.130491,0.121961,0.0981285,0.0932231,0.0842517,0.0813122,0.277075,0.197201,0.162665,0.130853,0.111434,0.105724,0.0936239,0.089825,0.0948394,756.3
0.310726,0.212728,0.160037,0.133291,0.112889,0.10104,0.0897458,0.0752715,0.076932,0.278894,0.200787,0.16475,0.13883,0.10778,0.102971,0.0893958,0.0787264,0.0801272,765.95
0.310313,0.218675,0.153723,0.132072,0.108645,0.0979872,0.0933654,0.0854367,0.0805886,0.295676,0.203712,0.158752,0.137912,0.116163,0.103739,0.0865923,0.0833207,0.0796933,775.6
0.311115,0.21874,0.151833,0.130348,0.112417,0.103639,0.0818564,0.0907399,0.0756551,0.283621,0.206944,0.160078,0.13876,0.111541,0.102806,0.0905421,0.0805674,0.0841653,785.25
0.301319,0.216423,0.160474,0.13049,0.114584,0.101174,0.0826726,0.0851746,0.0692649,0.268691,0.217306,0.166869,0.137896,0.100973,0.0939047,0.0905735,0.0760408,0.0717564,794.9
0.30028,0.224063,0.165258,0.123613,0.113723,0.103563,0.095998,0.0867854,0.0682902,0.281889,0.217932,0.161968,0.132259,0.100332,0.0909726,0.0901408,0.0827904,0.0750887,804.55
0.294349,0.224377,0.164703,0.126552,0.108542,0.103504,0.0943428,0.080516,0.0712602,0.295761,0.20427,0.1606,0.129149,0.107298,0.0975615,0.0903685,0.0828046,0.0826116,814.2
0.293424,0.210443,0.169682,0.129397,0.11367,0.100253,0.0857014,0.0803442,0.0778959,0.289025,0.199899,0.151102,0.129995,0.110428,0.101798,0.0886383,0.0813205,0.0838777,823.85
0.286777,0.204959,0.168702,0.12648,0.110764,0.099439,0.0867096,0.08867,0.0741072,0.270606,0.206667,0.15529,0.137973,0.111555,0.100461,0.0879853,0.0859564,0.0805716,833.5
0.268511,0.210621,0.149189,0.118153,0.113724,0.0968764,0.0919872,0.087804,0.0742806,0.261737,0.209075,0.151783,0.130853,0.108913,0.105537,0.0909365,0.0848664,0.074798,843.15
0.268906,0.206265,0.14818,0.11883,0.112095,0.0909267,0.0893696,0.0817838,0.0757689,0.287291,0.20428,0.153007,0.120361,0.106259,0.1053,0.0924683,0.0764978,0.0700871,852.8
0.269454,0.195547,0.144598,0.126793,0.110461,0.0903983,0.0892104,0.0866306,0.0747569,0.266768,0.198069,0.152574,0.129345,0.109078,0.101041,0.0878663,0.0754912,0.0723542,862.45
0.280822,0.201576,0.146851,0.133192,0.110649,0.0930265,0.0845308,0.0830882,0.0783655,0.259676,0.192937,0.14576,0.133357,0.100868,0.100639,0.0881785,0.0726527,0.0675523,872.1
0.292076,0.20029,0.151055,0.13245,0.105363,0.0931298,0.0846353,0.0775838,0.0714347,0.271605,0.188684,0.14083,0.131924,0.111703,0.0937846,0.0877323,0.0802737,0.0684326,881.75
0.294867,0.204264,0.157782,0.130221,0.107035,0.0962194,0.083745,0.0855785,0.0711863,0.277047,0.190183,0.144997,0.128135,0.114296,0.0920035,0.0891847,0.0765205,0.0792215,891.4
0.286923,0.208692,0.153379,0.1276,0.110136,0.0920707,0.0841947,0.0740035,0.0750993,0.284964,0.185231,0.148859,0.12908,0.110935,0.0899713,0.0860608,0.0804353,0.0860627,901.05
0.270199,0.209585,0.155514,0.122057,0.115741,0.0857193,0.0901135,0.0729461,0.0762613,0.281044,0.187323,0.155903,0.128371,0.110962,0.093104,0.0797311,0.0747762,0.0720625,910.7
0.276166,0.203888,0.153701,0.118617,0.10901,0.0919186,0.0930845,0.079018,0.0728875,0.279785,0.196764,0.15137,0.121144,0.105358,0.0908544,0.0823349,0.0761537,0.0775004,920.35
0.281894,0.197819,0.155571,0.120874,0.107032,0.0930477,0.0975615,0.0724803,0.0751861,0.253104,0.212887,0.147361,0.125507,0.107422,0.0885777,0.0844042,0.0884581,0.0732011,930
0.301604,0.204577,0.157871,0.118174,0.114399,0.0903767,0.0964929,0.0736895,0.0761775,0.269611,0.211712,0.144676,0.122271,0.113581,0.0897914,0.0853577,0.08145,0.076947,939.65
0.311199,0.209586,0.159344,0.115471,0.11533,0.0944264,0.0898158,0.0827385,0.0711623,0.285035,0.193508,0.157674,0.13314,0.113471,0.0942888,0.0882723,0.0915966,0.0828605,949.3
0.307641,0.21038,0.168645,0.121024,0.107735,0.0959867,0.088317,0.0800113,0.0806553,0.27492,0.198283,0.16553,0.13793,0.10809,0.0976292,0.0982271,0.0889273,0.07393,958.95
0.304334,0.215066,0.164143,0.126991,0.113154,0.100061,0.0859771,0.0769994,0.0708309,0.301112,0.213446,0.169834,0.142045,0.101757,0.0921333,0.0949538,0.084103,0.088677,968.6
0.315154,0.232372,0.173898,0.13082,0.118196,0.101973,0.0873908,0.075363,0.0717128,0.296908,0.213,0.169552,0.138854,0.120008,0.0978713,0.0907482,0.0860734,0.0876193,978.25
0.316814,0.232706,0.169766,0.132559,0.126298,0.103567,0.0932911,0.0919381,0.0816908,0.289146,0.211648,0.162529,0.132891,0.119935,0.112106,0.0958317,0.0883053,0.0776234,987.9
0.312731,0.226774,0.177413,0.136043,0.124947,0.109355,0.0997777,0.0883062,0.0833582,0.288659,0.218221,0.173733,0.145482,0.122123,0.116682,0.0969726,0.0982259,0.0813391,997.55
0.329185,0.236139,0.181378,0.140979,0.127363,0.115586,0.0929412,0.0923678,0.0844572,0.29226,0.228917,0.18818,0.146127,0.120489,0.10754,0.0961733,0.0911647,0.0859887,1007.2
0.34374,0.244155,0.190179,0.147359,0.130551,0.107743,0.0941765,0.0907925,0.0864915,0.33451,0.235007,0.177585,0.141585,0.13022,0.116628,0.0965286,0.0892151,0.0794035,1016.85
0.343537,0.242476,0.194801,0.154596,0.139386,0.10995,0.104164,0.0942514,0.0961011,0.328107,0.239144,0.184925,0.147566,0.115281,0.118954,0.102052,0.102946,0.0899358,1026.5
0.355028,0.26777,0.190816,0.163456,0.133988,0.11571,0.108997,0.0970667,0.0833192,0.321213,0.245412,0.192351,0.152005,0.121731,0.122406,0.107431,0.099254,0.0923974,1036.15
0.37001,0.278525,0.206303,0.165553,0.12363,0.11759,0.107587,0.0973027,0.0927321,0.322497,0.243972,0.207288,0.167443,0.128317,0.13077,0.110389,0.0941065,0.094703,1045.8
0.380201,0.281822,0.205025,0.167425,0.1318,0.124468,0.117251,0.107347,0.0864054,0.335507,0.251793,0.210634,0.171572,0.143692,0.135589,0.117167,0.100933,0.0982235,1055.45
0.396158,0.280939,0.199453,0.173821,0.144483,0.125307,0.117921,0.107822,0.0886331,0.325607,0.263147,0.216344,0.182644,0.136004,0.129631,0.115518,0.0987756,0.0990286,1065.1
0.404883,0.285502,0.209592,0.182564,0.155956,0.125547,0.118936,0.10629,0.0923795,0.355776,0.267561,0.222618,0.174538,0.147912,0.133342,0.113543,0.110027,0.100714,1074.75
0.416877,0.287801,0.208186,0.18897,0.15295,0.130233,0.115986,0.109152,0.102008,0.380975,0.283064,0.232325,0.177914,0.153405,0.135269,0.11955,0.116955,0.110171,1084.4
0.44833,0.319443,0.230296,0.191098,0.167413,0.138329,0.124579,0.121639,0.10864,0.386087,0.286223,0.244019,0.187394,0.156008,0.150911,0.130224,0.113753,0.103425,1094.05
0.460024,0.331329,0.243778,0.191075,0.168629,0.147773,0.133317,0.11867,0.11568,0.407427,0.291631,0.246198,0.191663,0.162136,0.150671,0.13608,0.127706,0.101234,1103.7
0.467885,0.336028,0.255822,0.192432,0.169011,0.153014,0.143987,0.130788,0.109484,0.419964,0.304997,0.255742,0.200653,0.157587,0.158066,0.134382,0.119445,0.0963814,1113.35
0.471268,0.355492,0.263512,0.203717,0.173809,0.159058,0.150314,0.120852,0.107239,0.423108,0.314877,0.265538,0.212142,0.181633,0.154115,0.136362,0.124544,0.114899,1123
0.489647,0.367011,0.272002,0.217285,0.190064,0.160836,0.153268,0.128768,0.107208,0.427208,0.326498,0.281915,0.217778,0.186691,0.168988,0.142359,0.150063,0.12457,1132.65
0.505797,0.375929,0.273613,0.230914,0.184082,0.165594,0.157072,0.142337,0.126051,0.446259,0.322235,0.289173,0.229514,0.184458,0.16718,0.149371,0.140289,0.123906,1142.3
0.523509,0.397529,0.277576,0.242907,0.195361,0.180586,0.172366,0.155335,0.125375,0.478113,0.335229,0.293531,0.23068,0.186353,0.17659,0.151437,0.147483,0.13506,1151.95
0.546931,0.401375,0.278009,0.249303,0.206759,0.189411,0.178417,0.146856,0.120725,0.480063,0.353096,0.29888,0.242815,0.203107,0.181192,0.157707,0.147223,0.133721,1161.6
0.570736,0.42047,0.299174,0.252241,0.216236,0.181113,0.170855,0.146306,0.130666,0.522502,0.347472,0.327754,0.251243,0.208652,0.19207,0.167484,0.162035,0.137348,1171.25
0.590687,0.429236,0.306756,0.260018,0.226983,0.186477,0.175675,0.146846,0.133201,0.528463,0.357986,0.348183,0.265307,0.218943,0.195429,0.16566,0.16472,0.148709,1180.9
0.600446,0.443091,0.320376,0.269572,0.232135,0.203515,0.18787,0.17027,0.156378,0.565132,0.387662,0.359805,0.282008,0.210466,0.215505,0.173729,0.170571,0.162764,1190.55
0.628988,0.450381,0.336365,0.276434,0.237299,0.209887,0.200611,0.188912,0.173175,0.561152,0.400302,0.369463,0.28852,0.230461,0.222394,0.18903,0.176144,0.163587,1200.2
0.653563,0.484248,0.344593,0.277385,0.247648,0.218153,0.210457,0.186518,0.170625,0.591865,0.409673,0.372522,0.287473,0.239134,0.213263,0.195349,0.181472,0.170085,1209.85
0.664022,0.488695,0.354342,0.281916,0.2641,0.217648,0.212762,0.180736,0.167145,0.606396,0.424241,0.372738,0.285813,0.242054,0.213407,0.20753,0.176716,0.169122,1219.5
0.686445,0.504346,0.356485,0.302644,0.255674,0.213616,0.214516,0.190269,0.176333,0.641398,0.438106,0.389283,0.288301,0.24507,0.224257,0.220172,0.178102,0.178322,1229.15
0.718382,0.523818,0.381342,0.307014,0.280526,0.227274,0.235083,0.207962,0.181114,0.652171,0.452364,0.397127,0.303795,0.239627,0.235833,0.216943,0.184143,0.166246,1238.8
0.70964,0.523287,0.38513,0.303943,0.286078,0.236851,0.240114,0.206923,0.185457,0.685128,0.463245,0.411507,0.308986,0.260123,0.246324,0.221166,0.199689,0.186299,1248.45
0.728372,0.520379,0.379529,0.329212,0.293115,0.232294,0.237418,0.209802,0.198225,0.670296,0.47016,0.407761,0.32049,0.262593,0.253544,0.22699,0.20717,0.195913,1258.1
0.754206,0.555981,0.405752,0.349792,0.289577,0.243187,0.246564,0.2124,0.185365,0.681478,0.465925,0.417781,0.335879,0.276293,0.256147,0.230735,0.215391,0.198898,1267.75
0.754434,0.563242,0.424224,0.352229,0.308863,0.260105,0.243811,0.225573,0.197999,0.709278,0.473325,0.426755,0.354694,0.282583,0.265743,0.230158,0.226718,0.208627,1277.4
0.757834,0.569617,0.428137,0.348609,0.317474,0.266739,0.265753,0.237904,0.214101,0.727902,0.498468,0.426122,0.355916,0.287385,0.273644,0.246472,0.232304,0.207027,1287.05
0.775079,0.56465,0.439141,0.34476,0.329227,0.265747,0.258294,0.239116,0.230155,0.727305,0.505226,0.421875,0.356455,0.289906,0.273123,0.258934,0.24053,0.20814,1296.7
0.782179,0.572197,0.423397,0.347516,0.330944,0.262556,0.256628,0.238175,0.216695,0.731572,0.494229,0.424213,0.354017,0.299839,0.263492,0.25117,0.247301,0.208111,1306.35
0.781528,0.571134,0.415007,0.346283,0.320866,0.259568,0.25763,0.232381,0.218993,0.722012,0.499666,0.43369,0.363235,0.307838,0.270307,0.248745,0.226577,0.209819,1316
0.772525,0.585492,0.408058,0.34712,0.329096,0.275398,0.250382,0.224196,0.213318,0.720269,0.512273,0.433831,0.383162,0.298692,0.280358,0.253692,0.230244,0.200471,1325.65
0.757182,0.583358,0.415241,0.354278,0.322741,0.277119,0.262821,0.235794,0.214118,0.703674,0.519557,0.434371,0.374078,0.297639,0.289308,0.250486,0.23432,0.222336,1335.3
0.754354,0.573301,0.420376,0.351289,0.325266,0.276226,0.258164,0.24242,0.209069,0.711549,0.516962,0.437433,0.362547,0.293114,0.273732,0.248704,0.22873,0.21014,1344.95
0.761856,0.557232,0.393697,0.337449,0.306473,0.264033,0.270986,0.233293,0.217394,0.698094,0.502594,0.421677,0.348563,0.286606,0.275208,0.2454,0.22212,0.213294,1354.6
0.740389,0.539033,0.389812,0.33713,0.295447,0.252262,0.250644,0.223866,0.209951,0.691472,0.483156,0.410415,0.326731,0.290688,0.266904,0.242332,0.210791,0.218913,1364.25
0.709136,0.513792,0.392847,0.333916,0.295596,0.247325,0.245498,0.203119,0.206409,0.665792,0.482363,0.395033,0.348406,0.293611,0.250914,0.248202,0.221013,0.21507,1373.9
0.686992,0.513376,0.38745,0.324651,0.284808,0.24094,0.242766,0.208558,0.203589,0.677647,0.467525,0.382475,0.347307,0.273626,0.26415,0.243008,0.23553,0.210809,1383.55
0.68334,0.489959,0.380187,0.323675,0.280591,0.235013,0.222306,0.206105,0.201271,0.656827,0.45369,0.37794,0.336857,0.274424,0.261443,0.235513,0.232397,0.189487,1393.2
0.667969,0.494652,0.36941,0.29984,0.277891,0.231504,0.216661,0.198666,0.197478,0.619697,0.444183,0.373613,0.312799,0.26996,0.243556,0.22347,0.207816,0.191058,1402.85
0.649565,0.474769,0.354516,0.276771,0.27619,0.216987,0.208753,0.1937,0.192294,0.618845,0.428251,0.351222,0.307998,0.259146,0.230106,0.211732,0.202284,0.18262,1412.5
0.617699,0.456416,0.344762,0.282118,0.251837,0.212411,0.19963,0.189638,0.19244,0.603094,0.416879,0.336104,0.304096,0.254283,0.223119,0.203729,0.192726,0.175798,1422.15
0.606642,0.4538,0.325357,0.281169,0.237335,0.209969,0.199762,0.192519,0.175667,0.596457,0.412915,0.314914,0.273078,0.253141,0.230543,0.201092,0.182578,0.172707,1431.8
0.602896,0.427206,0.318297,0.268451,0.235349,0.203747,0.206716,0.177638,0.171094,0.587424,0.400532,0.32324,0.255126,0.240206,0.218424,0.196288,0.172685,0.16802,1441.45
0.572715,0.418691,0.311615,0.261146,0.251048,0.193407,0.196881,0.18328,0.163987,0.581295,0.387602,0.308908,0.260664,0.223472,0.201936,0.186436,0.177337,0.16096,1451.1
0.565614,0.424093,0.301176,0.260603,0.229106,0.18207,0.185121,0.162245,0.170174,0.547179,0.373628,0.306007,0.242526,0.228928,0.182828,0.186364,0.179519,0.174081,1460.75
0.543776,0.399245,0.279703,0.255255,0.211904,0.180518,0.181099,0.163164,0.169248,0.539613,0.355178,0.289953,0.236011,0.22094,0.178465,0.17724,0.173871,0.159578,1470.4
0.527156,0.371336,0.278981,0.24336,0.208613,0.182105,0.173245,0.165218,0.154094,0.507428,0.342497,0.285422,0.242604,0.21105,0.190708,0.168339,0.167065,0.157219,1480.05
0.512966,0.349033,0.298377,0.242074,0.204176,0.168668,0.16429,0.167446,0.144975,0.507629,0.321394,0.275599,0.247979,0.190516,0.187314,0.1668,0.157596,0.149475,1489.7
0.496975,0.35118,0.274239,0.237881,0.211018,0.155838,0.164545,0.161933,0.14203,0.462749,0.311746,0.263209,0.227422,0.187686,0.176084,0.157748,0.157868,0.130227,1499.35
0.488897,0.355778,0.253932,0.220509,0.193298,0.149979,0.155637,0.145274,0.141402,0.472045,0.305959,0.253473,0.226169,0.199123,0.166458,0.154377,0.141166,0.128776,1509
0.479736,0.335337,0.256888,0.207724,0.199806,0.15356,0.149286,0.135299,0.12734,0.473049,0.305468,0.252583,0.225721,0.1898,0.162208,0.152056,0.138173,0.122316,1518.65
