hh_Theta=13,hh_Theta=20,hh_Theta=27,hh_Theta=34,hh_Theta=41,hh_Theta=48,hh_Theta=55,hh_Theta=61,hh_Theta=70,h0_Theta=13,h0_Theta=20,h0_Theta=27,h0_Theta=34,h0_Theta=41,h0_Theta=48,h0_Theta=55,h0_Theta=62,h0_Theta=69,h0_Theta=76,EnergyLoss (meV),,
0.168014,0.133413,0.0876962,0.0727523,0.0528513,0.0471217,0.0426063,0.044926,0.0369079,0.169553,0.107588,0.0812124,0.0641731,0.0542815,0.0469009,0.0369037,0.0383362,0.0399478,0.0351588,590.45,,
0.171171,0.122348,0.0913314,0.0728116,0.057511,0.0475353,0.043092,0.0364613,0.0374316,0.170675,0.115854,0.0872412,0.0627262,0.0583228,0.0507162,0.0467874,0.0429969,0.039603,0.0383869,600.1,,
0.168674,0.127587,0.0936515,0.0715126,0.0556746,0.0472489,0.0466233,0.0439577,0.0353803,0.1716,0.114261,0.0870437,0.0696578,0.0615603,0.0496683,0.0482016,0.0403653,0.0407085,0.038432,609.75,,
0.173948,0.126389,0.102327,0.0745451,0.0581502,0.0386875,0.0412376,0.0463134,0.0375595,0.177249,0.112947,0.0929775,0.0753902,0.0539253,0.0468775,0.0426505,0.0422906,0.0411207,0.0355625,619.4,,
0.183018,0.130094,0.103699,0.0861979,0.0612395,0.0433605,0.0423858,0.0518475,0.0402559,0.174937,0.113759,0.0935531,0.07513,0.0568002,0.0458915,0.0444179,0.0455864,0.0408168,0.0379476,629.05,,
0.179501,0.132467,0.0990534,0.0868011,0.0607736,0.048896,0.0471509,0.0502417,0.0394102,0.174592,0.119264,0.0872686,0.0766018,0.0581555,0.051133,0.050782,0.0363188,0.0446123,0.0377235,638.7,,
0.194511,0.132824,0.0931829,0.0822182,0.0661819,0.0481753,0.0428594,0.0519071,0.0386858,0.184153,0.129976,0.0911244,0.0798665,0.0599568,0.0542872,0.0420112,0.047176,0.0455456,0.039131,648.35,,
0.187994,0.143164,0.096624,0.0854285,0.0693814,0.0447015,0.0450064,0.0502566,0.0440032,0.19143,0.138307,0.0975367,0.0769025,0.064974,0.0533822,0.0456693,0.047403,0.0423548,0.0420752,658,,
0.187627,0.148285,0.0972331,0.0854789,0.0701905,0.04337,0.0468688,0.0540966,0.046205,0.199644,0.136824,0.0874661,0.0787463,0.0628758,0.0538611,0.0438073,0.0533114,0.0435465,0.0410137,667.65,,
0.206291,0.143331,0.106195,0.0791421,0.0708209,0.0517415,0.0538187,0.0531262,0.0435986,0.206994,0.134425,0.0949921,0.0819936,0.0642741,0.0543962,0.0509743,0.0567546,0.0469224,0.0439166,677.3,,
0.203821,0.14398,0.116278,0.0787762,0.0748337,0.0510115,0.0606286,0.0449597,0.0404631,0.206546,0.139437,0.0968893,0.0811829,0.0695406,0.0563133,0.0491487,0.0546337,0.0477461,0.0466148,686.95,,
0.202037,0.146116,0.116731,0.0879141,0.0777279,0.0506931,0.0495286,0.0544643,0.0417241,0.209461,0.137863,0.0940556,0.0830382,0.073644,0.0586258,0.0527684,0.047928,0.0446452,0.0485556,696.6,,
0.216594,0.152178,0.113891,0.0954253,0.0714869,0.0581387,0.0506794,0.0547635,0.0455356,0.20711,0.13849,0.101949,0.0757251,0.0718154,0.0567427,0.0501477,0.0459066,0.0443873,0.0467753,706.25,,
0.217681,0.150461,0.112448,0.0967579,0.0718622,0.056973,0.0523434,0.0565585,0.0466866,0.19299,0.148697,0.0990234,0.0791317,0.0705458,0.0576653,0.0574211,0.0489142,0.0459743,0.0454126,715.9,,
0.229684,0.162955,0.112492,0.103162,0.0782402,0.0527751,0.048281,0.0524478,0.0498816,0.199348,0.143292,0.107454,0.0846305,0.0689306,0.0622213,0.0565082,0.0482398,0.0466218,0.0471143,725.55,,
0.216353,0.158901,0.109794,0.0985938,0.0765264,0.0547818,0.0504429,0.054182,0.0497397,0.214627,0.145796,0.0956236,0.0789422,0.0692917,0.0647394,0.0665829,0.0563194,0.0473989,0.042872,735.2,,
0.212841,0.16036,0.125845,0.0949928,0.07308,0.053554,0.051299,0.0628963,0.0497766,0.217701,0.15275,0.104672,0.0768007,0.0680509,0.0630985,0.0583668,0.0607539,0.0469069,0.0479135,744.85,,
0.223033,0.156756,0.123647,0.0885607,0.0745621,0.0555875,0.0513556,0.0665483,0.0461091,0.221223,0.146512,0.103835,0.0877325,0.0682439,0.0637754,0.0538392,0.048997,0.0445442,0.0486525,754.5,,
0.228426,0.166226,0.121255,0.0848645,0.0816574,0.0553573,0.0540078,0.0545101,0.0446768,0.21704,0.135815,0.0962049,0.0965102,0.0662834,0.0655531,0.0570749,0.057356,0.0431046,0.0471379,764.15,,
0.236142,0.160295,0.118666,0.0903102,0.0859264,0.0577716,0.0589317,0.0494647,0.0495137,0.201619,0.137287,0.0993429,0.0993359,0.0667841,0.0630891,0.0582961,0.0529854,0.0466442,0.0417487,773.8,,
0.231225,0.14749,0.122793,0.0952372,0.0916932,0.0558348,0.0590975,0.0491807,0.0521031,0.219673,0.148924,0.106336,0.095019,0.0691313,0.0611879,0.0564647,0.0473217,0.0517345,0.0494151,783.45,,
0.223249,0.157676,0.122744,0.102374,0.0862207,0.0626778,0.0601765,0.0491484,0.0474775,0.238779,0.164174,0.114576,0.0915262,0.0708499,0.061621,0.0625454,0.0432368,0.0483764,0.0482837,793.1,,
0.243841,0.170992,0.120767,0.10379,0.0730645,0.0581108,0.0631649,0.0624398,0.0500254,0.233628,0.158178,0.114958,0.0877164,0.0806659,0.0625201,0.0609796,0.0506995,0.0492585,0.0505991,802.75,,
0.258526,0.174056,0.123289,0.0990105,0.0771152,0.0631178,0.0610285,0.0576748,0.054765,0.235514,0.147579,0.105065,0.0871458,0.0768971,0.0648983,0.063654,0.0560029,0.0519361,0.0496118,812.4,,
0.261194,0.171839,0.127239,0.10028,0.0755256,0.0606241,0.0562576,0.0535004,0.0537579,0.241289,0.148357,0.110851,0.0927444,0.0761346,0.0677861,0.0534864,0.0610784,0.0516641,0.0536205,822.05,,
0.264758,0.175261,0.13382,0.0979053,0.0833632,0.0588984,0.0507384,0.05913,0.0520454,0.247035,0.154681,0.118908,0.0964119,0.0796584,0.0640045,0.0556651,0.0542333,0.0520723,0.0523593,831.7,,
0.2519,0.165857,0.136102,0.103779,0.0819888,0.0691655,0.0567605,0.0576643,0.0535174,0.242945,0.164666,0.116848,0.100866,0.0864569,0.0607434,0.0560772,0.0676475,0.0512234,0.0564311,841.35,,
0.257494,0.170931,0.135556,0.0980258,0.0815696,0.0757078,0.0599724,0.0611064,0.0517139,0.238428,0.163847,0.115961,0.096849,0.0851772,0.0628357,0.0548968,0.0539875,0.0479994,0.0577241,851,,
0.255568,0.18585,0.13383,0.0991431,0.0799642,0.066184,0.0664314,0.0627539,0.056043,0.242376,0.170325,0.133284,0.100057,0.0736935,0.0637114,0.0638316,0.0581051,0.0460213,0.0588881,860.65,,
0.264721,0.188904,0.123097,0.103886,0.0883761,0.0703736,0.0671309,0.0563665,0.0568178,0.235234,0.171437,0.127757,0.0942353,0.0791601,0.0674595,0.0518527,0.0601372,0.0484322,0.05701,870.3,,
0.275034,0.180643,0.121061,0.0998303,0.0893087,0.0731194,0.06602,0.0593534,0.0553578,0.234645,0.172726,0.121448,0.0872128,0.070448,0.0722192,0.0627724,0.0520447,0.0499761,0.05592,879.95,,
0.258184,0.190373,0.126457,0.103385,0.0856523,0.0649658,0.0657887,0.0616128,0.0580521,0.244338,0.181051,0.118362,0.0940339,0.0827149,0.0744111,0.0675808,0.0616556,0.0513053,0.0601413,889.6,,
0.263879,0.191499,0.138282,0.11737,0.0830942,0.0705494,0.0657325,0.0611703,0.0592486,0.251443,0.181719,0.125035,0.100369,0.0801924,0.0741819,0.0631829,0.058089,0.0554648,0.0666183,899.25,,
0.283517,0.204374,0.139136,0.124358,0.0872203,0.075945,0.0714285,0.0664508,0.0605252,0.245333,0.184969,0.132859,0.108035,0.0842903,0.0840101,0.0686321,0.0550706,0.057593,0.0645723,908.9,,
0.290267,0.201088,0.134567,0.121155,0.0945427,0.0751605,0.068635,0.0652684,0.0619043,0.246714,0.195099,0.138708,0.117532,0.0975191,0.0876834,0.073336,0.0673386,0.0575796,0.0638675,918.55,,
0.301375,0.215025,0.147561,0.126561,0.0961861,0.0788727,0.0690485,0.0658424,0.0712593,0.264798,0.188882,0.14116,0.12108,0.110069,0.0922144,0.0620732,0.0612474,0.0547425,0.06946,928.2,,
0.315853,0.226923,0.157106,0.13345,0.101074,0.0856308,0.0742807,0.0684021,0.0698459,0.27597,0.192041,0.143882,0.127215,0.109812,0.0942626,0.0690142,0.0646692,0.05592,0.0666788,937.85,,
0.322509,0.223868,0.166643,0.133456,0.106874,0.0825764,0.0746155,0.0731121,0.0699318,0.282213,0.194028,0.14897,0.134615,0.108905,0.100973,0.088217,0.064263,0.0580928,0.0716987,947.5,,
0.321952,0.224234,0.166917,0.137787,0.114777,0.0923699,0.0800873,0.0789529,0.0771018,0.283757,0.203649,0.151239,0.145366,0.108833,0.0987999,0.0897641,0.0715668,0.0576931,0.071593,957.15,,
0.346415,0.244376,0.17131,0.1405,0.112699,0.105284,0.0853357,0.0864809,0.082408,0.301052,0.215451,0.160212,0.142324,0.111004,0.101581,0.0821881,0.0820156,0.0586542,0.0733963,966.8,,
0.358894,0.250377,0.183675,0.149251,0.114195,0.096382,0.102341,0.0915736,0.089099,0.316103,0.221723,0.155909,0.133727,0.112573,0.103366,0.084394,0.0774459,0.0640345,0.0759552,976.45,,
0.366151,0.260385,0.193471,0.153727,0.119591,0.0987729,0.1099,0.0856129,0.09797,0.319914,0.226553,0.167953,0.133787,0.125827,0.112572,0.099707,0.0795533,0.0675808,0.0785907,986.1,,
0.382449,0.281005,0.187864,0.159406,0.135659,0.107466,0.109485,0.0873826,0.102429,0.327139,0.235267,0.182877,0.15027,0.12773,0.116907,0.109914,0.0937247,0.0703553,0.0914301,995.75,,
0.381045,0.292385,0.189083,0.169961,0.13696,0.114462,0.10512,0.0930065,0.107671,0.344412,0.264015,0.199559,0.164261,0.134612,0.122974,0.106944,0.103598,0.0746124,0.0940788,1005.4,,
0.393791,0.305964,0.202507,0.192928,0.148951,0.132568,0.118832,0.0956409,0.11104,0.364248,0.276297,0.211008,0.179559,0.140955,0.133089,0.115314,0.10019,0.0771805,0.101052,1015.05,,
0.414166,0.324885,0.207987,0.186392,0.16304,0.137756,0.128585,0.102651,0.111324,0.376135,0.279068,0.228079,0.186996,0.151697,0.136147,0.117317,0.100652,0.0808321,0.09682,1024.7,,
0.436415,0.32554,0.222769,0.188639,0.16077,0.13916,0.125028,0.110597,0.109182,0.395884,0.288105,0.227918,0.186399,0.154561,0.138015,0.121935,0.104226,0.0846514,0.103521,1034.35,,
0.461234,0.335793,0.236675,0.188206,0.166188,0.146625,0.129581,0.132263,0.117062,0.408426,0.297575,0.237972,0.198161,0.175993,0.15618,0.143771,0.113632,0.0897099,0.114882,1044,,
0.49646,0.328321,0.243557,0.202429,0.174795,0.16276,0.137895,0.14271,0.122914,0.411564,0.315712,0.241334,0.209266,0.182228,0.167957,0.160873,0.128536,0.0983766,0.106641,1053.65,,
0.496908,0.343886,0.254641,0.219582,0.185867,0.16304,0.153427,0.142813,0.137093,0.436924,0.334618,0.258412,0.227948,0.184992,0.186233,0.16893,0.137176,0.107566,0.117623,1063.3,,
0.528544,0.384365,0.278623,0.224161,0.194604,0.165228,0.184177,0.153488,0.14948,0.466235,0.358058,0.266715,0.242525,0.187995,0.192735,0.164853,0.137023,0.112458,0.133499,1072.95,,
0.54593,0.401894,0.289602,0.250121,0.203049,0.180629,0.191792,0.152792,0.150344,0.473966,0.359828,0.269799,0.251394,0.206644,0.193959,0.180599,0.15611,0.119189,0.136805,1082.6,,
0.544277,0.409307,0.290025,0.268506,0.218116,0.190458,0.200729,0.159155,0.156672,0.499524,0.378458,0.289906,0.259506,0.227802,0.197358,0.186428,0.159512,0.121943,0.14996,1092.25,,
0.584399,0.42359,0.297795,0.29649,0.233599,0.192446,0.205228,0.17034,0.160906,0.531626,0.397018,0.309516,0.253904,0.230552,0.205899,0.1841,0.159197,0.126452,0.159186,1101.9,,
0.604722,0.419544,0.308528,0.282308,0.245811,0.203192,0.213189,0.174393,0.15923,0.532958,0.408514,0.326395,0.257509,0.257744,0.219309,0.194035,0.177886,0.132248,0.164953,1111.55,,
0.626111,0.447749,0.316987,0.299156,0.260409,0.215287,0.213937,0.182402,0.167111,0.55141,0.427931,0.336011,0.267541,0.26566,0.224257,0.203219,0.175083,0.142154,0.162932,1121.2,,
0.656581,0.461892,0.324523,0.308584,0.252754,0.233011,0.215249,0.212402,0.179793,0.584367,0.44509,0.356246,0.292737,0.270512,0.227302,0.220407,0.195167,0.152753,0.167258,1130.85,,
0.669925,0.484801,0.341302,0.30675,0.253362,0.239807,0.22064,0.192,0.194294,0.591922,0.462201,0.359161,0.309373,0.271025,0.234184,0.224053,0.194677,0.158263,0.171466,1140.5,,
0.656064,0.511828,0.378589,0.324153,0.27013,0.238646,0.236251,0.212053,0.208792,0.603463,0.478497,0.386345,0.322577,0.27363,0.263255,0.255298,0.216977,0.159272,0.178276,1150.15,,
0.671286,0.507927,0.402607,0.350529,0.292556,0.234543,0.251776,0.218529,0.214266,0.613153,0.485834,0.389867,0.327315,0.281116,0.268276,0.246745,0.226616,0.170612,0.194263,1159.8,,
0.710857,0.52199,0.416893,0.384278,0.297732,0.276444,0.257674,0.232685,0.218963,0.635182,0.502058,0.412281,0.312441,0.304564,0.272774,0.25555,0.245805,0.183753,0.201809,1169.45,,
0.711388,0.539236,0.428664,0.367655,0.316314,0.284827,0.254946,0.24589,0.2337,0.662891,0.512837,0.423117,0.340107,0.314678,0.281135,0.243822,0.239934,0.186964,0.200284,1179.1,,
0.708124,0.553869,0.443408,0.375793,0.334765,0.302665,0.268679,0.249305,0.249926,0.703067,0.524221,0.423164,0.361869,0.331804,0.292265,0.280736,0.2544,0.192493,0.224146,1188.75,,
0.754019,0.57309,0.44615,0.346828,0.32908,0.308767,0.287013,0.25576,0.25222,0.713787,0.534987,0.424611,0.360055,0.320476,0.302859,0.290103,0.256495,0.202903,0.237599,1198.4,,
0.78439,0.58377,0.462848,0.367006,0.349285,0.310186,0.30055,0.273116,0.25807,0.71798,0.558974,0.42923,0.370117,0.329442,0.31476,0.303289,0.265528,0.211708,0.236893,1208.05,,
0.790969,0.593494,0.457124,0.402878,0.37663,0.316961,0.311811,0.274963,0.269774,0.733128,0.565797,0.454266,0.38912,0.35317,0.325429,0.295962,0.266425,0.219403,0.247958,1217.7,,
0.80539,0.584268,0.470883,0.409094,0.373989,0.345106,0.317934,0.300065,0.271485,0.738149,0.570278,0.451072,0.400787,0.364198,0.325488,0.302451,0.272166,0.220994,0.260893,1227.35,,
0.834684,0.60925,0.484623,0.412136,0.376669,0.38039,0.328853,0.300185,0.285215,0.767189,0.584705,0.470763,0.407806,0.367203,0.340875,0.295915,0.283835,0.233752,0.260173,1237,,
0.824957,0.624111,0.502358,0.417099,0.380139,0.373488,0.319914,0.299345,0.293778,0.794853,0.590146,0.48562,0.406038,0.360939,0.34426,0.306031,0.278514,0.232765,0.267761,1246.65,,
0.844805,0.618015,0.500858,0.420768,0.389837,0.372023,0.330222,0.294252,0.299008,0.799442,0.588902,0.491796,0.41276,0.371416,0.348871,0.322693,0.301016,0.222598,0.274743,1256.3,,
0.878063,0.641939,0.507412,0.462849,0.398618,0.380526,0.330335,0.297357,0.300041,0.816042,0.604082,0.502167,0.423738,0.388809,0.345409,0.35162,0.30193,0.230942,0.277006,1265.95,,
0.898254,0.654961,0.522536,0.472536,0.393239,0.38572,0.332035,0.310731,0.295286,0.812499,0.634368,0.51093,0.420621,0.387555,0.344204,0.33865,0.294663,0.245072,0.275101,1275.6,,
0.904712,0.678058,0.539515,0.481925,0.400354,0.389292,0.33947,0.329842,0.303604,0.826198,0.634658,0.517919,0.432108,0.367034,0.355373,0.327297,0.322716,0.246723,0.299947,1285.25,,
0.916489,0.679404,0.541895,0.474605,0.408295,0.405529,0.348126,0.303374,0.327067,0.820769,0.628112,0.514052,0.440782,0.383657,0.361042,0.361414,0.291554,0.247501,0.29439,1294.9,,
0.882241,0.679105,0.549886,0.46646,0.398015,0.401515,0.341531,0.308336,0.325967,0.820269,0.647889,0.515077,0.437803,0.405265,0.362415,0.349521,0.295556,0.25141,0.30655,1304.55,,
0.8962,0.671104,0.548022,0.468509,0.405168,0.423102,0.330037,0.329001,0.326434,0.843172,0.648051,0.543767,0.440511,0.401594,0.360964,0.340182,0.304204,0.258494,0.309602,1314.2,,
0.893225,0.688924,0.53829,0.476025,0.399427,0.412352,0.343531,0.31564,0.328999,0.820178,0.660954,0.543826,0.460778,0.415302,0.366717,0.347647,0.301445,0.263322,0.302846,1323.85,,
0.934314,0.689081,0.536618,0.469358,0.408789,0.395682,0.357014,0.331345,0.340274,0.807002,0.669318,0.544127,0.468668,0.416187,0.376051,0.352973,0.290778,0.263814,0.314641,1333.5,,
0.980674,0.689212,0.546139,0.46312,0.417346,0.383159,0.366965,0.338692,0.349392,0.815903,0.661614,0.526871,0.457457,0.415648,0.367648,0.361876,0.302154,0.261155,0.319593,1343.15,,
0.955584,0.703169,0.548193,0.480444,0.429896,0.396025,0.371084,0.32826,0.360413,0.83905,0.662789,0.568261,0.455751,0.391681,0.378092,0.348128,0.295935,0.250718,0.318908,1352.8,,
0.925992,0.69555,0.558412,0.476018,0.418517,0.417695,0.37455,0.327914,0.367302,0.865259,0.665554,0.55401,0.474325,0.393057,0.39067,0.373493,0.291391,0.24491,0.319069,1362.45,,
0.909858,0.691948,0.539503,0.474055,0.401779,0.410359,0.346313,0.342855,0.348798,0.85233,0.645955,0.567945,0.469892,0.413661,0.384996,0.373348,0.31339,0.251766,0.31485,1372.1,,
0.922494,0.712412,0.539805,0.45368,0.407775,0.415092,0.360206,0.35761,0.344737,0.816574,0.643767,0.574361,0.463573,0.418539,0.384671,0.376755,0.306348,0.255325,0.310325,1381.75,,
0.919176,0.733939,0.551758,0.446944,0.405226,0.397187,0.359686,0.339897,0.337668,0.811998,0.649183,0.547574,0.447729,0.407935,0.372495,0.37028,0.282286,0.259628,0.316307,1391.4,,
0.891689,0.717464,0.55196,0.475167,0.402191,0.425029,0.346537,0.325562,0.326574,0.810599,0.639584,0.547466,0.440674,0.424658,0.367331,0.338493,0.281574,0.263983,0.312038,1401.05,,
0.893808,0.72173,0.510266,0.47566,0.394262,0.423082,0.351244,0.298219,0.331965,0.790924,0.626084,0.541085,0.441069,0.409374,0.352514,0.336272,0.278617,0.260477,0.298507,1410.7,,
0.891824,0.696903,0.500151,0.441783,0.381961,0.409963,0.355505,0.303687,0.326761,0.764728,0.616136,0.515203,0.443096,0.382174,0.355923,0.330146,0.276796,0.258563,0.292355,1420.35,,
0.865462,0.701556,0.484881,0.404095,0.379647,0.406382,0.348846,0.307937,0.314218,0.741471,0.622173,0.533858,0.437192,0.390813,0.368766,0.324634,0.270476,0.255631,0.307244,1430,,
0.850916,0.695672,0.500244,0.424964,0.373966,0.395418,0.33468,0.280877,0.296884,0.760152,0.610673,0.512523,0.411703,0.373089,0.359291,0.316739,0.253671,0.254059,0.301521,1439.65,,
0.832482,0.689317,0.484642,0.402854,0.36444,0.376638,0.324799,0.26499,0.28714,0.753384,0.591978,0.474133,0.398337,0.368982,0.365732,0.320096,0.247445,0.248887,0.29564,1449.3,,
0.797535,0.669211,0.453427,0.394942,0.353746,0.376244,0.312361,0.253723,0.277316,0.722211,0.592352,0.467252,0.396416,0.36808,0.350172,0.313522,0.245331,0.25092,0.284432,1458.95,,
0.799889,0.655571,0.441877,0.379484,0.331003,0.360341,0.302485,0.275228,0.273498,0.704698,0.567941,0.481332,0.388475,0.360794,0.344469,0.317328,0.222242,0.249973,0.277895,1468.6,,
0.816732,0.641522,0.447019,0.369115,0.321968,0.347296,0.304356,0.255551,0.272206,0.68404,0.552849,0.481418,0.372538,0.353196,0.330846,0.304937,0.212621,0.236875,0.277972,1478.25,,
0.779401,0.633787,0.423377,0.367432,0.327684,0.333813,0.304336,0.249005,0.262791,0.658646,0.545895,0.450745,0.382121,0.332426,0.318081,0.281544,0.205417,0.23244,0.26068,1487.9,,
0.775321,0.601899,0.411803,0.346519,0.306739,0.335384,0.299701,0.229212,0.259899,0.660319,0.532424,0.46582,0.389399,0.313263,0.31695,0.262186,0.175473,0.228878,0.261177,1497.55,,
0.772238,0.593175,0.39372,0.346479,0.290723,0.337478,0.300658,0.218845,0.256355,0.635283,0.515384,0.442208,0.375145,0.328894,0.310572,0.273389,0.182197,0.225893,0.255067,1507.2,,
0.746845,0.578331,0.384216,0.358217,0.288556,0.323286,0.278025,0.220994,0.238177,0.619281,0.520074,0.423073,0.366777,0.317837,0.280681,0.280604,0.185548,0.235811,0.242439,1516.85,,
0.723767,0.571492,0.372879,0.337227,0.291196,0.31613,0.271768,0.23163,0.222154,0.602244,0.522832,0.425034,0.344795,0.308456,0.276454,0.243465,0.172834,0.238493,0.235568,1526.5,,
0.713288,0.553039,0.357908,0.314034,0.277107,0.309299,0.252098,0.222637,0.216793,0.616415,0.493174,0.410393,0.335198,0.308709,0.284744,0.247372,0.181314,0.238278,0.221147,1536.15,,
0.698758,0.5539,0.347438,0.304687,0.26392,0.297035,0.240107,0.198201,0.212663,0.624079,0.470376,0.409703,0.328801,0.295513,0.299278,0.255298,0.180087,0.233879,0.21045,1545.8,,
0.707513,0.520738,0.345598,0.303842,0.259039,0.273228,0.221296,0.186426,0.201401,0.604946,0.474712,0.404382,0.309224,0.276083,0.289228,0.231257,0.16991,0.230638,0.201971,1555.45,,
0.698144,0.508161,0.350774,0.298234,0.24258,0.256031,0.205759,0.198662,0.200079,0.581624,0.472373,0.376179,0.294631,0.268445,0.259025,0.217385,0.154946,0.224346,0.199429,1565.1,,
0.6607,0.49053,0.332191,0.28185,0.239901,0.252807,0.205363,0.186607,0.203825,0.561177,0.449244,0.37304,0.29792,0.271046,0.249666,0.219053,0.1553,0.219098,0.19816,1574.75,,
0.635832,0.48259,0.314873,0.278263,0.236401,0.242128,0.202705,0.181221,0.202733,0.548209,0.429241,0.359622,0.303407,0.262751,0.251007,0.202821,0.139929,0.214675,0.186415,1584.4,,
0.61083,0.475119,0.29368,0.261045,0.237312,0.237555,0.209299,0.165645,0.189844,0.536368,0.411835,0.358276,0.287268,0.255386,0.240888,0.195992,0.138419,0.211741,0.186251,1594.05,,
0.601086,0.47195,0.297318,0.258954,0.239044,0.22766,0.201559,0.16822,0.180302,0.514194,0.395468,0.346965,0.281721,0.245093,0.2262,0.197221,0.140744,0.21279,0.180003,1603.7,,
0.602301,0.484979,0.29363,0.246518,0.228485,0.231536,0.194767,0.175178,0.163611,0.509229,0.412809,0.327543,0.275554,0.23561,0.21718,0.177748,0.139395,0.217048,0.161468,1613.35,,
0.619969,0.461165,0.275686,0.256916,0.208536,0.223689,0.203972,0.163827,0.156378,0.501616,0.412446,0.329991,0.263558,0.234429,0.218841,0.18382,0.122772,0.21173,0.158426,1623,,
0.604864,0.437915,0.273358,0.2384,0.194818,0.205972,0.196796,0.143242,0.157414,0.505375,0.39671,0.32332,0.251874,0.228357,0.214285,0.176137,0.122041,0.198156,0.156823,1632.65,,
0.572252,0.416532,0.278091,0.24032,0.19127,0.204973,0.182381,0.154813,0.15556,0.510647,0.384843,0.323393,0.246339,0.208691,0.200294,0.166404,0.106959,0.197459,0.15526,1642.3,,
0.567791,0.411102,0.273982,0.242861,0.179774,0.195981,0.177689,0.139865,0.143177,0.495687,0.371835,0.318835,0.240043,0.216524,0.202036,0.152389,0.120943,0.194046,0.152017,1651.95,,
0.581283,0.399638,0.270372,0.250896,0.189091,0.179972,0.176605,0.128115,0.140333,0.495894,0.376298,0.306521,0.229283,0.213294,0.20549,0.16093,0.115599,0.185272,0.144192,1661.6,,
0.560112,0.405181,0.282577,0.231108,0.191749,0.19054,0.168703,0.135826,0.139219,0.491607,0.357126,0.29608,0.224832,0.208549,0.187575,0.165421,0.117851,0.18383,0.143208,1671.25,,
0.54445,0.394852,0.269694,0.206352,0.177409,0.194913,0.165625,0.13877,0.135518,0.480581,0.353474,0.297069,0.221638,0.210706,0.175741,0.149482,0.103286,0.177461,0.141736,1680.9,,
0.55027,0.389727,0.245362,0.21254,0.168741,0.179625,0.162379,0.139706,0.132277,0.470633,0.365328,0.299218,0.224996,0.202994,0.177289,0.15249,0.0937002,0.178029,0.137185,1690.55,,
0.553947,0.387671,0.253546,0.202336,0.167006,0.176368,0.154371,0.131383,0.120869,0.476278,0.346732,0.291998,0.216466,0.197355,0.184108,0.146154,0.101465,0.182402,0.134659,1700.2,,
0.55583,0.381094,0.257445,0.206821,0.161908,0.17895,0.147368,0.116825,0.115775,0.487005,0.340812,0.262673,0.211369,0.193673,0.178173,0.142226,0.105626,0.172478,0.13737,1709.85,,
0.544645,0.393571,0.257909,0.206682,0.165789,0.171479,0.151399,0.11511,0.119263,0.482257,0.343594,0.282236,0.217506,0.170885,0.168126,0.134412,0.104376,0.15901,0.126531,1719.5,,
0.520178,0.372368,0.258518,0.209069,0.169509,0.168369,0.147938,0.118203,0.122183,0.468159,0.337354,0.279824,0.206927,0.164405,0.15937,0.125964,0.102679,0.153792,0.123055,1729.15,,
0.529134,0.388917,0.246128,0.196034,0.163706,0.185237,0.140573,0.12736,0.131859,0.465138,0.350939,0.265929,0.207063,0.169988,0.154869,0.143011,0.0960455,0.15512,0.113682,1738.8,,
0.529023,0.381229,0.237705,0.179685,0.156137,0.166349,0.139656,0.121144,0.126262,0.456782,0.344535,0.26548,0.212376,0.178886,0.167488,0.126186,0.0879483,0.165564,0.110966,1748.45,,
0.528631,0.376014,0.242776,0.185796,0.160068,0.158411,0.141839,0.113256,0.114425,0.456455,0.343728,0.264359,0.207964,0.176635,0.16537,0.133331,0.0934021,0.156201,0.110654,1758.1,,
0.530188,0.355767,0.240594,0.191201,0.155415,0.167761,0.138382,0.102088,0.111499,0.461613,0.335336,0.25233,0.203668,0.165762,0.163839,0.132149,0.077436,0.140857,0.110223,1767.75,,
0.533214,0.353916,0.235482,0.185889,0.163539,0.159078,0.138502,0.0976412,0.113084,0.464114,0.331317,0.256288,0.197978,0.168373,0.153845,0.129146,0.0974011,0.138331,0.117052,1777.4,,
0.529902,0.36779,0.236594,0.186033,0.158585,0.162455,0.139687,0.0984419,0.108724,0.45966,0.345571,0.262759,0.191568,0.160628,0.147328,0.121786,0.0931799,0.143058,0.115516,1787.05,,
0.53079,0.370227,0.232619,0.194044,0.152066,0.147369,0.131621,0.0954063,0.109346,0.462046,0.346512,0.261672,0.187984,0.162022,0.145061,0.124436,0.0849424,0.139362,0.106137,1796.7,,
0.53194,0.368744,0.232702,0.190932,0.158782,0.145387,0.123492,0.110689,0.102477,0.450213,0.350357,0.257245,0.191541,0.166733,0.147659,0.116912,0.087062,0.133122,0.110231,1806.35,,
0.545553,0.37697,0.250896,0.186258,0.147419,0.135426,0.125864,0.104166,0.0930929,0.457818,0.351617,0.245194,0.194062,0.162873,0.151395,0.112642,0.0876362,0.127304,0.106478,1816,,
0.542976,0.381641,0.26171,0.18632,0.141925,0.14678,0.124273,0.104684,0.0959004,0.475257,0.352232,0.244436,0.193084,0.162767,0.14497,0.1024,0.0821358,0.1239,0.106126,1825.65,,
0.548077,0.377121,0.249963,0.189712,0.14423,0.149926,0.130099,0.0932995,0.0965348,0.495352,0.356676,0.248981,0.197741,0.165389,0.141122,0.103262,0.0932583,0.128561,0.102106,1835.3,,
0.55728,0.380262,0.248938,0.200884,0.142062,0.154554,0.127395,0.0968756,0.0999448,0.492047,0.349094,0.242649,0.190633,0.169254,0.149237,0.111151,0.087084,0.128782,0.102596,1844.95,,
