hh_Theta=13,hh_Theta=20,hh_Theta=27,hh_Theta=34,hh_Theta=41,hh_Theta=48,hh_Theta=55,hh_Theta=61,hh_Theta=70,h0_Theta=13,h0_Theta=20,h0_Theta=27,h0_Theta=34,h0_Theta=41,h0_Theta=48,h0_Theta=55,h0_Theta=62,h0_Theta=69,h0_Theta=76,EnergyLoss (meV),,
0.570571,0.37757,0.232112,0.178649,0.140857,0.156326,0.120031,0.0984078,0.102725,0.493874,0.330524,0.258238,0.196753,0.164933,0.15173,0.104623,0.0783169,0.124876,0.0991717,1854.6,,
0.570145,0.404515,0.251532,0.179217,0.146456,0.15507,0.112028,0.0930957,0.104592,0.491682,0.325337,0.262556,0.198398,0.170503,0.139561,0.115287,0.0793197,0.125058,0.102209,1864.25,,
0.58277,0.393891,0.245653,0.184686,0.154954,0.144961,0.111246,0.0924859,0.107991,0.486423,0.337758,0.265674,0.181076,0.165868,0.140931,0.117585,0.0899629,0.126742,0.106895,1873.9,,
0.581975,0.387638,0.260548,0.176622,0.149796,0.146339,0.111875,0.0945237,0.106905,0.475513,0.356776,0.265073,0.186914,0.16223,0.142083,0.113848,0.0859471,0.126751,0.101162,1883.55,,
0.593064,0.395167,0.262347,0.198105,0.149946,0.155887,0.116261,0.0905811,0.0990373,0.473402,0.370151,0.273423,0.192305,0.163759,0.138289,0.1204,0.0776886,0.121435,0.0974355,1893.2,,
0.584797,0.408185,0.246048,0.201206,0.150506,0.153171,0.119607,0.0830334,0.0984799,0.4684,0.35222,0.265817,0.19203,0.159528,0.138273,0.120493,0.0787642,0.118157,0.101495,1902.85,,
0.569143,0.407839,0.245716,0.18844,0.148431,0.152752,0.11993,0.0929654,0.0993533,0.486671,0.336845,0.261769,0.192799,0.164176,0.143313,0.104196,0.0833416,0.116773,0.104317,1912.5,,
0.566486,0.400033,0.245546,0.191703,0.153248,0.138889,0.12189,0.0993552,0.102465,0.508853,0.337179,0.258998,0.190115,0.164946,0.152326,0.11162,0.0838984,0.11677,0.107339,1922.15,,
0.595425,0.395088,0.247943,0.198833,0.147156,0.135452,0.122484,0.0943098,0.103492,0.490073,0.338944,0.258513,0.187567,0.149376,0.140135,0.0991255,0.0769061,0.118904,0.101334,1931.8,,
0.593437,0.4039,0.247379,0.197043,0.145123,0.137112,0.127367,0.0928333,0.0935283,0.509163,0.347719,0.248195,0.189903,0.162349,0.137806,0.103463,0.0777757,0.119094,0.0963282,1941.45,,
0.577315,0.420191,0.249297,0.187678,0.141365,0.140062,0.126865,0.0837458,0.0917818,0.507666,0.346739,0.258898,0.187594,0.158329,0.136782,0.117158,0.090148,0.118891,0.0950875,1951.1,,
0.593225,0.418216,0.248483,0.187445,0.142174,0.144345,0.108777,0.0854739,0.100654,0.485159,0.351496,0.275891,0.186262,0.159681,0.136007,0.110525,0.0825121,0.12021,0.103442,1960.75,,
0.59688,0.410259,0.253089,0.194084,0.142792,0.141567,0.113514,0.0859276,0.106596,0.500358,0.348348,0.276516,0.190086,0.157935,0.137046,0.105213,0.0804309,0.121805,0.104268,1970.4,,
0.597487,0.396654,0.248856,0.183773,0.132172,0.145691,0.118107,0.087833,0.104841,0.527232,0.343425,0.270486,0.189799,0.144513,0.126741,0.10362,0.0763559,0.117586,0.102297,1980.05,,
0.579879,0.417939,0.231097,0.183807,0.138612,0.137039,0.119757,0.0848641,0.103635,0.536558,0.348887,0.258689,0.186626,0.147625,0.131572,0.100487,0.0745919,0.118106,0.111316,1989.7,,
0.579676,0.4119,0.23207,0.194186,0.165012,0.139467,0.113251,0.0829906,0.0968135,0.517688,0.356947,0.268842,0.20005,0.150243,0.126279,0.107328,0.0670001,0.116315,0.107308,1999.35,,
0.591069,0.419718,0.235251,0.192249,0.161719,0.14205,0.106159,0.0863371,0.0896827,0.508416,0.34364,0.269906,0.197305,0.153773,0.127296,0.100917,0.0698838,0.114617,0.10192,2009,,
0.598531,0.400776,0.24219,0.188531,0.143239,0.130689,0.105212,0.0898325,0.0985264,0.519618,0.338348,0.269124,0.195781,0.160188,0.128966,0.0950252,0.0682474,0.111216,0.101465,2018.65,,
0.583801,0.39199,0.234504,0.190219,0.139626,0.136257,0.113916,0.0737215,0.0960308,0.506515,0.348126,0.265859,0.18923,0.160253,0.126833,0.0924796,0.08002,0.114256,0.104622,2028.3,,
0.580506,0.391808,0.221539,0.191738,0.149273,0.130392,0.111379,0.0864366,0.0935381,0.511325,0.348658,0.252535,0.181079,0.158398,0.124629,0.0897278,0.0668024,0.117856,0.0935007,2037.95,,
0.560881,0.395151,0.233918,0.179392,0.148921,0.132337,0.0993606,0.0903747,0.0945381,0.508853,0.339495,0.257568,0.187294,0.150901,0.125908,0.100444,0.0611899,0.112926,0.0944738,2047.6,,
0.547103,0.395535,0.244088,0.186066,0.141612,0.13487,0.106555,0.0856303,0.0883516,0.491437,0.34085,0.25493,0.189814,0.155398,0.118708,0.0927294,0.0581457,0.106797,0.090524,2057.25,,
0.522115,0.382853,0.235136,0.165211,0.142299,0.122279,0.107558,0.081027,0.0867759,0.487066,0.34821,0.245251,0.187924,0.15593,0.119274,0.107744,0.0726651,0.105214,0.098278,2066.9,,
0.52946,0.380427,0.237447,0.165985,0.138322,0.126318,0.106193,0.0813781,0.0877653,0.485752,0.347767,0.252365,0.184152,0.148875,0.125944,0.112608,0.0700725,0.100417,0.100186,2076.55,,
0.559562,0.375649,0.228555,0.175276,0.146187,0.12619,0.10609,0.0804168,0.0905961,0.489272,0.345829,0.254789,0.173412,0.147693,0.119108,0.0922479,0.0740952,0.0968855,0.0965358,2086.2,,
0.5811,0.390278,0.236818,0.17643,0.14395,0.121246,0.103402,0.0808679,0.0926981,0.485067,0.332942,0.268951,0.174199,0.152209,0.1239,0.0946428,0.0695514,0.0986214,0.0930014,2095.85,,
0.571188,0.38261,0.229948,0.164013,0.130488,0.125181,0.111283,0.0799346,0.0945469,0.472837,0.313513,0.255391,0.181923,0.145987,0.118814,0.113954,0.0663855,0.101078,0.0926265,2105.5,,
0.542033,0.353178,0.225691,0.170492,0.121597,0.124006,0.109858,0.0872426,0.0938649,0.451986,0.328001,0.242051,0.173257,0.145896,0.119612,0.107594,0.0622215,0.0971381,0.0863724,2115.15,,
0.530048,0.354503,0.224328,0.169126,0.128718,0.128563,0.104093,0.0888612,0.0907265,0.44539,0.342469,0.24233,0.170729,0.136474,0.120231,0.0976084,0.0650841,0.0983277,0.0861888,2124.8,,
0.546047,0.365611,0.222638,0.168599,0.139814,0.120969,0.107521,0.0833043,0.0915879,0.456051,0.331644,0.257676,0.180855,0.137064,0.109861,0.087496,0.0649083,0.102685,0.0870958,2134.45,,
0.518992,0.367896,0.228701,0.163044,0.139437,0.120878,0.107951,0.0807935,0.0892334,0.443193,0.324139,0.239534,0.186286,0.137702,0.0998014,0.0877588,0.0698232,0.101163,0.0875588,2144.1,,
0.504182,0.354911,0.223131,0.15367,0.132788,0.115532,0.106627,0.0789069,0.0866003,0.439095,0.31341,0.223959,0.172462,0.137666,0.103365,0.0956574,0.0654473,0.0956027,0.0844595,2153.75,,
0.479553,0.35112,0.215218,0.165144,0.119624,0.114033,0.103405,0.0786522,0.0819725,0.445367,0.310683,0.238188,0.157206,0.135583,0.113831,0.0965275,0.0695347,0.0960338,0.0857807,2163.4,,
0.4774,0.339796,0.202132,0.165863,0.120563,0.114245,0.0976738,0.0746228,0.0751339,0.436754,0.325349,0.225119,0.170573,0.131286,0.10941,0.0891819,0.0641125,0.0972709,0.0886838,2173.05,,
0.461981,0.336973,0.197318,0.162012,0.119835,0.110821,0.0957894,0.0924212,0.0825275,0.439764,0.325646,0.235426,0.176187,0.129701,0.115781,0.096919,0.0686804,0.0912704,0.0934055,2182.7,,
0.479621,0.332745,0.196519,0.155668,0.122373,0.117743,0.100749,0.0852451,0.0844857,0.42133,0.311471,0.237947,0.167242,0.137586,0.118865,0.084176,0.0796886,0.0900357,0.0807775,2192.35,,
0.472053,0.326423,0.191637,0.149693,0.114702,0.123644,0.0985276,0.0786308,0.0810979,0.409164,0.300565,0.216217,0.16518,0.138191,0.110454,0.0939411,0.0744257,0.0916446,0.077481,2202,,
0.464994,0.320613,0.19444,0.1628,0.119478,0.113672,0.0913415,0.0834003,0.0847978,0.422796,0.291443,0.217312,0.15787,0.134982,0.0996381,0.0767835,0.0627827,0.0921653,0.0836915,2211.65,,
0.467671,0.315672,0.19195,0.158343,0.122023,0.112886,0.09531,0.0735632,0.0836538,0.404189,0.27878,0.207045,0.148883,0.126353,0.0986292,0.0830267,0.0679629,0.0875191,0.0857081,2221.3,,
0.449456,0.3183,0.192281,0.154481,0.115056,0.104146,0.0942587,0.072807,0.0795084,0.398247,0.274889,0.204766,0.147229,0.121248,0.101036,0.0838265,0.0603903,0.0819402,0.0886892,2230.95,,
0.428396,0.304257,0.186418,0.154624,0.113871,0.102704,0.0861256,0.0745628,0.0760222,0.402513,0.271237,0.195601,0.147678,0.11505,0.103335,0.0903956,0.0650278,0.0804099,0.0877763,2240.6,,
0.446286,0.294747,0.188074,0.152992,0.11939,0.10458,0.0915225,0.0744444,0.0771457,0.396207,0.267074,0.203762,0.152761,0.104228,0.104103,0.0933958,0.0669987,0.080726,0.086067,2250.25,,
0.431939,0.290409,0.184408,0.152115,0.110326,0.115463,0.0920285,0.0718202,0.0787671,0.389236,0.265559,0.198604,0.154291,0.110781,0.103341,0.0764979,0.0640563,0.0844735,0.0733052,2259.9,,
0.405743,0.294037,0.177729,0.143227,0.116017,0.0943152,0.0950387,0.0684183,0.0733816,0.373679,0.273502,0.198944,0.152091,0.119446,0.100502,0.079205,0.0607377,0.085054,0.0785349,2269.55,,
0.403921,0.298672,0.171729,0.143939,0.112377,0.0995365,0.0884505,0.0790621,0.0707857,0.366109,0.25458,0.194839,0.142063,0.112764,0.101563,0.089687,0.0604945,0.0858147,0.0779311,2279.2,,
0.397812,0.290463,0.170511,0.129249,0.108645,0.109723,0.0891701,0.0690031,0.0724793,0.364705,0.244032,0.184132,0.140926,0.107868,0.0968937,0.073326,0.0600123,0.0813822,0.0766743,2288.85,,
0.409176,0.273738,0.159357,0.134433,0.107126,0.102073,0.0857015,0.067417,0.0744038,0.345845,0.247738,0.175148,0.138622,0.105513,0.0924022,0.0820407,0.0561575,0.0777127,0.0715166,2298.5,,
0.385795,0.279074,0.172652,0.136952,0.106096,0.100182,0.076207,0.0671255,0.0735043,0.34113,0.242773,0.178299,0.141204,0.110943,0.0843674,0.0800625,0.0609509,0.0799368,0.0695025,2308.15,,
0.382224,0.266081,0.168805,0.11717,0.10442,0.100915,0.0804742,0.0756257,0.075443,0.337814,0.235443,0.185983,0.144276,0.118557,0.0932246,0.08153,0.060686,0.079586,0.0729112,2317.8,,
0.379039,0.260511,0.176031,0.119965,0.0984053,0.102745,0.0762021,0.0722828,0.0726713,0.338003,0.224085,0.182744,0.132212,0.111121,0.100399,0.0775959,0.0572277,0.0769389,0.0758796,2327.45,,
0.362388,0.258892,0.174205,0.128364,0.0946917,0.0974147,0.0799773,0.0689484,0.0691128,0.336794,0.230293,0.175063,0.128217,0.113074,0.0877919,0.0725889,0.0694757,0.0707189,0.0788306,2337.1,,
0.344373,0.240976,0.162655,0.119554,0.0973745,0.0970561,0.0834064,0.0653341,0.0726917,0.336187,0.237444,0.163637,0.131822,0.113543,0.0897847,0.0842248,0.0589132,0.0702766,0.0690808,2346.75,,
0.344068,0.235081,0.161381,0.119368,0.0878543,0.0947543,0.0871571,0.0653736,0.0690493,0.305772,0.221881,0.171825,0.121554,0.104719,0.0943812,0.0797834,0.0613845,0.0699232,0.067163,2356.4,,
0.365735,0.226206,0.160057,0.117761,0.0863855,0.0946061,0.089117,0.0661638,0.0700828,0.277962,0.21434,0.170275,0.120229,0.0995591,0.0910188,0.0691354,0.0583788,0.0716486,0.0693009,2366.05,,
0.374571,0.235734,0.154914,0.114962,0.0907747,0.0875645,0.0749783,0.0673579,0.0745984,0.277415,0.218119,0.159718,0.119474,0.0896033,0.0850107,0.0697325,0.0503649,0.0715875,0.0721722,2375.7,,
0.345753,0.241227,0.139458,0.118613,0.10676,0.0844357,0.0741206,0.0614526,0.0698557,0.280788,0.216805,0.163166,0.114569,0.0909856,0.0793943,0.067135,0.0573844,0.0689539,0.0707589,2385.35,,
0.334297,0.234346,0.143884,0.119158,0.0980076,0.0871712,0.0795349,0.0693681,0.0672164,0.2731,0.204158,0.157258,0.115694,0.0955877,0.0722924,0.0704675,0.0622221,0.0675523,0.0705194,2395,,
0.324178,0.226149,0.150177,0.111926,0.0875922,0.0867691,0.0768891,0.0637058,0.061493,0.279015,0.196846,0.148912,0.118103,0.0953053,0.0794751,0.0765707,0.051484,0.067882,0.0720187,2404.65,,
0.322079,0.221977,0.14291,0.105768,0.0812028,0.089778,0.0770444,0.0585911,0.0610156,0.282403,0.189684,0.135904,0.11732,0.0919668,0.0900468,0.0744868,0.0473678,0.0702537,0.0644859,2414.3,,
0.304079,0.223224,0.134279,0.120147,0.0835904,0.0861654,0.0715151,0.0535916,0.0623293,0.277719,0.176817,0.138828,0.113526,0.0810744,0.0866586,0.0652063,0.0514458,0.0718902,0.0654307,2423.95,,
0.300221,0.217015,0.142648,0.1134,0.0781061,0.0914655,0.0689891,0.0584918,0.0653581,0.263118,0.186555,0.144751,0.112161,0.0844039,0.0773434,0.0693965,0.0509963,0.0696742,0.0629808,2433.6,,
0.299601,0.208827,0.144273,0.11048,0.0808805,0.0805685,0.0657574,0.066161,0.0664005,0.24464,0.19823,0.13533,0.117713,0.0873688,0.0711643,0.0651695,0.0570802,0.0633117,0.0670492,2443.25,,
0.296326,0.213632,0.134873,0.108231,0.0879854,0.078306,0.0631002,0.0656413,0.0641345,0.24879,0.192729,0.14488,0.109402,0.0843983,0.0757113,0.0648908,0.0501906,0.0613112,0.0637605,2452.9,,
0.296579,0.206398,0.124874,0.112847,0.0795962,0.0826683,0.0661803,0.0602349,0.0669565,0.257374,0.188333,0.154369,0.0982115,0.0813752,0.0836086,0.0713254,0.0564219,0.06113,0.059784,2462.55,,
0.288935,0.212547,0.120674,0.107168,0.0814874,0.0796518,0.0678379,0.0561912,0.0662257,0.254793,0.190724,0.150937,0.0957787,0.0788188,0.0826123,0.0649861,0.0477251,0.0625383,0.058128,2472.2,,
0.284403,0.206301,0.119109,0.104222,0.0875488,0.0810333,0.0679828,0.0539242,0.0619476,0.24644,0.196815,0.141905,0.0997036,0.0795559,0.0795078,0.0660056,0.0486453,0.062199,0.0598753,2481.85,,
0.287197,0.194244,0.133983,0.0979526,0.0910211,0.0838329,0.0701689,0.0583917,0.062142,0.246152,0.190369,0.134696,0.102535,0.083342,0.0779108,0.0663607,0.0538771,0.0622851,0.0589003,2491.5,,
0.289043,0.20284,0.13552,0.090031,0.0835353,0.0895909,0.0709921,0.0502343,0.0599499,0.250518,0.173037,0.126843,0.104608,0.0825072,0.0753041,0.0645356,0.0497576,0.0669673,0.0632562,2501.15,,
0.291328,0.19241,0.127281,0.0931774,0.0779468,0.0908188,0.0657943,0.052472,0.0588781,0.239304,0.176603,0.131322,0.101538,0.0744089,0.0776911,0.0593346,0.0478817,0.0655067,0.0530055,2510.8,,
0.279396,0.189469,0.121539,0.0986132,0.0792619,0.0807784,0.0660817,0.055602,0.0574354,0.220248,0.172701,0.13432,0.0922515,0.0778597,0.0802362,0.0588204,0.0470178,0.0619543,0.056853,2520.45,,
0.265859,0.193348,0.120989,0.0905135,0.0807161,0.0710573,0.0683151,0.0551303,0.0531824,0.220677,0.166579,0.136479,0.0971319,0.0911957,0.0735557,0.0629896,0.0552514,0.0605704,0.0554042,2530.1,,
0.283496,0.187569,0.115106,0.0913563,0.0766694,0.0746737,0.066068,0.0483069,0.0497394,0.232294,0.172495,0.121958,0.107095,0.094005,0.0682197,0.0580271,0.0497641,0.0605138,0.0526808,2539.75,,
0.270491,0.186467,0.108869,0.0873323,0.0724513,0.07045,0.0686817,0.0547911,0.0507454,0.226332,0.169338,0.131117,0.105274,0.0872225,0.0749156,0.0595313,0.0429516,0.059659,0.054444,2549.4,,
0.259573,0.195912,0.111699,0.0925588,0.0776039,0.07464,0.0676661,0.0517919,0.0575635,0.208561,0.171898,0.123843,0.094479,0.085288,0.0758686,0.0554285,0.0439518,0.0595174,0.0508543,2559.05,,
0.251371,0.180528,0.115822,0.0895272,0.0722001,0.0722653,0.067379,0.0478541,0.0641892,0.210943,0.163371,0.125543,0.092003,0.0834632,0.0693173,0.0665474,0.0416727,0.0615658,0.0592764,2568.7,,
0.244852,0.169584,0.120855,0.0839798,0.074675,0.067773,0.0681932,0.0483792,0.0608587,0.217286,0.161496,0.118752,0.0935658,0.0724503,0.0704253,0.0620429,0.0512968,0.0601998,0.0515386,2578.35,,
0.24154,0.17846,0.112568,0.0825422,0.0711163,0.0720431,0.0628662,0.050246,0.0573979,0.218918,0.16986,0.123603,0.0925463,0.0744614,0.074288,0.068757,0.0409833,0.0567642,0.0536312,2588,,
0.246887,0.183486,0.115383,0.0837625,0.0716862,0.0698868,0.0594653,0.0492682,0.0566357,0.21817,0.170993,0.119348,0.0942523,0.0747794,0.0688665,0.06371,0.0471571,0.056764,0.052986,2597.65,,
0.252526,0.178055,0.107899,0.083857,0.0742253,0.0785605,0.0607547,0.0442439,0.0541781,0.200518,0.15757,0.122773,0.094738,0.074936,0.061796,0.0665688,0.0453656,0.0579164,0.0542989,2607.3,,
0.261493,0.182292,0.101119,0.0818443,0.0711103,0.074886,0.061955,0.0472227,0.0481675,0.196985,0.144542,0.114073,0.0889212,0.0778408,0.0637777,0.0608192,0.0494697,0.0609758,0.0522324,2616.95,,
0.251949,0.166614,0.103839,0.0823107,0.0682261,0.0772293,0.0591839,0.0553584,0.0480658,0.210566,0.142119,0.110159,0.0893576,0.0744151,0.0698391,0.0518988,0.0469376,0.060473,0.058111,2626.6,,
0.232738,0.1646,0.107696,0.0782222,0.0681127,0.0770151,0.0606551,0.0498561,0.0557619,0.216985,0.147092,0.119223,0.0920964,0.0664148,0.0632289,0.0577521,0.0424477,0.0578737,0.0573158,2636.25,,
0.236427,0.169425,0.107727,0.0755263,0.068528,0.0727054,0.0610548,0.0478329,0.0535542,0.204803,0.142683,0.127681,0.0897871,0.0672006,0.0631459,0.0673676,0.0359673,0.0589964,0.0594245,2645.9,,
0.241451,0.163666,0.108718,0.0696236,0.0745563,0.069585,0.0588531,0.0518363,0.0505009,0.195853,0.142247,0.121347,0.082643,0.0670567,0.0670548,0.0671354,0.0463275,0.0604705,0.0515366,2655.55,,
0.236035,0.177873,0.111755,0.0776893,0.0834934,0.0705195,0.0517891,0.050025,0.0520211,0.198562,0.148958,0.116251,0.0845716,0.0702131,0.0668954,0.054683,0.0526957,0.058018,0.0528454,2665.2,,
0.234116,0.161965,0.111239,0.0807036,0.0754778,0.0669252,0.0540362,0.0507611,0.0523109,0.200181,0.141699,0.116049,0.0888409,0.0724903,0.0658922,0.0531382,0.0440686,0.0535434,0.0541794,2674.85,,
0.228477,0.16249,0.105716,0.082475,0.0724592,0.0692644,0.0612592,0.0482006,0.0494339,0.199844,0.134182,0.118436,0.0847884,0.0724706,0.0686252,0.0607293,0.0393897,0.0537075,0.0535919,2684.5,,
0.226138,0.167668,0.100305,0.0828985,0.0650036,0.0692407,0.0598493,0.0430818,0.0466129,0.198472,0.140154,0.116681,0.0861927,0.0786176,0.0645969,0.055311,0.0423653,0.0548755,0.0492483,2694.15,,
0.226624,0.167948,0.104609,0.0735529,0.0635978,0.0588613,0.056562,0.0407847,0.0501873,0.189113,0.147879,0.116683,0.0830158,0.0799523,0.062345,0.0498659,0.0453298,0.0539294,0.0461731,2703.8,,
0.219775,0.173284,0.101649,0.0726915,0.0682074,0.0657106,0.0601506,0.046026,0.0560839,0.188103,0.146593,0.111745,0.0872464,0.068677,0.06435,0.0511072,0.0463174,0.0545629,0.0479314,2713.45,,
0.238722,0.165793,0.0976273,0.0784707,0.061833,0.0648882,0.0631258,0.0460527,0.0535738,0.189607,0.139626,0.109056,0.0898314,0.0723813,0.0627393,0.0522273,0.0464303,0.0589168,0.0476102,2723.1,,
0.223373,0.160709,0.0995798,0.0853281,0.0551423,0.0659115,0.0603652,0.0482849,0.0466766,0.191044,0.128817,0.108133,0.089288,0.0660924,0.0605893,0.0521839,0.0458649,0.0593236,0.0474418,2732.75,,
0.214985,0.157559,0.10088,0.0784309,0.0497896,0.0636,0.0594243,0.0419819,0.04693,0.189157,0.138268,0.116993,0.0796798,0.0737904,0.0604284,0.0465004,0.0380308,0.0555404,0.0471261,2742.4,,
0.231281,0.14547,0.099135,0.0763901,0.0536081,0.0631173,0.0561019,0.037331,0.0471263,0.181773,0.140768,0.108588,0.071904,0.0729213,0.0528888,0.0386327,0.0379144,0.053388,0.0472907,2752.05,,
0.229263,0.147023,0.0930202,0.0817123,0.0642198,0.0640086,0.0431013,0.0409186,0.0442644,0.169422,0.131225,0.097682,0.0788407,0.0744291,0.0563538,0.0478394,0.0394743,0.052125,0.0479315,2761.7,,
0.210747,0.152404,0.0898568,0.0776776,0.0742753,0.0594747,0.0502741,0.0425148,0.0444422,0.180169,0.137179,0.103841,0.083179,0.0723868,0.0627929,0.0451462,0.0426443,0.0508583,0.0421336,2771.35,,
0.205056,0.160263,0.0872065,0.0786473,0.0682543,0.063337,0.0542761,0.0441332,0.0430317,0.183247,0.144586,0.0975813,0.0796266,0.0683573,0.0595787,0.0454633,0.0443117,0.0534188,0.040839,2781,,
0.219421,0.158642,0.0893094,0.0788513,0.0667738,0.0613767,0.0559222,0.0461129,0.0444436,0.183142,0.1361,0.103832,0.0783836,0.0587236,0.0585055,0.0571397,0.0429196,0.0559268,0.0412582,2790.65,,
0.209017,0.140441,0.093286,0.0839085,0.0665097,0.0564193,0.0531055,0.0481402,0.0467885,0.187632,0.129035,0.10166,0.0775443,0.0608804,0.0581737,0.0490343,0.0414302,0.0528267,0.045161,2800.3,,
0.198513,0.134827,0.0994445,0.0791174,0.0687307,0.0586341,0.0536081,0.0480334,0.0509075,0.185355,0.125141,0.100616,0.0776291,0.0671715,0.0626151,0.0462034,0.0345512,0.049936,0.0422297,2809.95,,
0.210848,0.142327,0.0922601,0.0737673,0.0567804,0.0631656,0.0497888,0.0489755,0.0481164,0.181314,0.124067,0.100464,0.0726667,0.0656566,0.0605082,0.0497204,0.0377239,0.048354,0.0454002,2819.6,,
0.21184,0.141954,0.0897219,0.0743782,0.0617268,0.0609132,0.0487484,0.0464379,0.0441941,0.173216,0.120869,0.10559,0.0721501,0.0623349,0.0618144,0.0437799,0.0390302,0.0478975,0.0409895,2829.25,,
0.209827,0.139596,0.0921218,0.0713873,0.0674129,0.0588094,0.0496222,0.0422738,0.0388173,0.164828,0.125251,0.101032,0.0766954,0.0573546,0.0639562,0.044161,0.0373347,0.0492144,0.0383193,2838.9,,
0.20314,0.137244,0.0944495,0.073643,0.0619407,0.0552651,0.0499253,0.0417672,0.0372691,0.160759,0.12878,0.096,0.0782749,0.0687597,0.0587655,0.0457013,0.0426534,0.0478993,0.0406643,2848.55,,
0.189332,0.139653,0.0925836,0.072656,0.0616566,0.0549868,0.0496514,0.0430737,0.0400308,0.159139,0.120388,0.0962373,0.0798955,0.0618034,0.0538221,0.0531929,0.0461592,0.0491615,0.0394747,2858.2,,
0.189259,0.135544,0.0903284,0.0691855,0.0635449,0.0530432,0.0511492,0.0412353,0.0428434,0.154222,0.115203,0.101491,0.0742364,0.0594118,0.0568751,0.0443229,0.0375891,0.0493665,0.0415323,2867.85,,
0.181705,0.138367,0.0853974,0.0690575,0.0611958,0.0499459,0.0503026,0.0413991,0.0426843,0.157596,0.1181,0.0985802,0.072509,0.0613851,0.0532458,0.0412667,0.0341701,0.0494149,0.0379308,2877.5,,
0.178028,0.135241,0.0854719,0.0731385,0.0555525,0.056862,0.0489602,0.0428967,0.0447045,0.161324,0.117798,0.0921483,0.0764967,0.0644233,0.057047,0.0472905,0.0311089,0.048032,0.0348687,2887.15,,
0.17326,0.146868,0.0911307,0.0686949,0.0596488,0.0600633,0.0479744,0.0440639,0.0440566,0.168317,0.118265,0.0917516,0.0787281,0.0626013,0.059423,0.0473124,0.0305864,0.0448054,0.041994,2896.8,,
0.18257,0.136416,0.089009,0.0619517,0.0579798,0.0498204,0.0451836,0.0354209,0.0425353,0.163694,0.119489,0.0934056,0.068316,0.0575888,0.0522977,0.049923,0.0389177,0.0442774,0.041155,2906.45,,
0.191038,0.130987,0.0918981,0.059847,0.05778,0.0501711,0.04041,0.0318386,0.0441197,0.162208,0.112869,0.0898307,0.0682907,0.0514086,0.0520553,0.0497821,0.0354741,0.0461418,0.0410529,2916.1,,
0.177031,0.127544,0.0934512,0.0664487,0.0545764,0.0527597,0.0391555,0.0309776,0.0411963,0.161109,0.110579,0.0833112,0.0732738,0.0565086,0.0518023,0.0496087,0.0385716,0.0504898,0.0400087,2925.75,,
0.180091,0.12774,0.0825749,0.0702222,0.048077,0.0503274,0.0357419,0.0355609,0.0400467,0.166404,0.119842,0.0861301,0.0713275,0.0652564,0.0507077,0.0457954,0.0304579,0.0485848,0.0429059,2935.4,,
0.180926,0.123536,0.0809581,0.0704564,0.0565474,0.048276,0.038599,0.0361314,0.0429227,0.162659,0.126061,0.0860151,0.0743011,0.0624034,0.0502032,0.0435386,0.0299064,0.0450991,0.0466454,2945.05,,
0.172493,0.124347,0.0845915,0.0593323,0.060824,0.0484276,0.0451498,0.0363908,0.0442509,0.160033,0.120479,0.0814882,0.0736226,0.0602375,0.0528165,0.0359676,0.0302496,0.0429796,0.0397765,2954.7,,
0.175482,0.127872,0.0826663,0.0605391,0.0586407,0.0507598,0.0456393,0.0381323,0.0428976,0.155585,0.11468,0.0864143,0.0710602,0.0538821,0.0512897,0.0419736,0.0294932,0.0415901,0.0372702,2964.35,,
0.172908,0.123105,0.0814748,0.0568605,0.0608812,0.0526367,0.0424721,0.0319483,0.0375548,0.15388,0.111327,0.0884987,0.0681618,0.0562759,0.0494767,0.0355992,0.0280151,0.04345,0.0373244,2974,,
0.174692,0.11707,0.0861031,0.0610077,0.0515815,0.0530686,0.0427127,0.0383217,0.0330973,0.148425,0.108298,0.0869584,0.0644907,0.0531503,0.0480526,0.0412139,0.0311613,0.0453491,0.0392615,2983.65,,
0.18322,0.122736,0.0850841,0.0688575,0.052469,0.0533835,0.0464459,0.0394014,0.0330426,0.141733,0.109283,0.0884331,0.0649916,0.0554592,0.052239,0.0455342,0.030451,0.0479869,0.0397622,2993.3,,
0.170805,0.125737,0.0829178,0.0635512,0.0479288,0.0532048,0.0472392,0.0365491,0.0371199,0.157269,0.11014,0.0836345,0.0625434,0.0554967,0.0546307,0.0414226,0.0287904,0.0472535,0.0398205,3002.95,,
0.15858,0.122764,0.0772319,0.0634962,0.0432135,0.0431964,0.0457079,0.0413467,0.0387351,0.152992,0.111487,0.0878674,0.0622121,0.0521976,0.0475324,0.0382216,0.0330755,0.042809,0.0353652,3012.6,,
0.155486,0.122606,0.0742479,0.0632025,0.0426001,0.0397891,0.0457432,0.0413853,0.0378673,0.148759,0.11374,0.0848009,0.063945,0.050132,0.0447906,0.0421023,0.0308088,0.0380281,0.0342277,3022.25,,
0.165403,0.127288,0.0821101,0.0564113,0.0461596,0.0503674,0.0417235,0.0347976,0.0369068,0.144924,0.112371,0.0807735,0.0665593,0.0506088,0.0486471,0.0483225,0.0334348,0.0369312,0.0366609,3031.9,,
0.16402,0.115752,0.0768729,0.0595876,0.04573,0.045171,0.0385306,0.0301026,0.0379371,0.146556,0.107791,0.0854162,0.0652407,0.0525301,0.0458839,0.0447241,0.0338244,0.0389969,0.0298963,3041.55,,
